Word,Frequency,Abc Hash,Qwerty Hash,As name
аналоги,3,1413413,4246528,0,0.0
аналогией,3,141341323,424652821,0,0.0
аналогии,21,14134133,42465288,0,0.0
аналогично,3,1413413644,4246528725,1,0.3333333333333333
аналогичной,5,14134136443,42465287251,0,0.0
аналогичном,2,14134136444,42465287257,0,0.0
аналогичные,8,14134136472,42465287242,0,0.0
аналогичным,2,14134136474,42465287247,0,0.0
аналогичных,3,14134136476,42465287243,0,0.0
аналогию,2,14134138,42465288,0,0.0
аналогия,6,14134138,42465287,0,0.0
аналогов,2,14134141,42465254,0,0.0
аналою,2,141348,424658,0,0.0
ананасная,3,141415418,424247247,0,0.0
ананасов,2,14141541,42424754,0,0.0
анарал,3,141513,424546,0,0.0
анаральский,2,14151385333,42454687181,0,0.0
анархии,4,1415633,4245388,0,0.0
анархия,2,1415638,4245387,0,0.0
анастасья,2,141551588,424784787,2,1.0
анатолем,7,14154324,42485627,7,1.0
анатолием,2,141543324,424856827,2,1.0
анатолий,21,14154333,42485681,18,0.8571428571428571
анатолия,3,14154338,42485687,3,1.0
анатоль,144,1415438,4248568,72,0.5
анатолю,12,1415438,4248568,11,0.9166666666666666
анатоля,64,1415438,4248567,46,0.71875
анафазы,2,1416127,4244434,0,0.0
ангел,33,14123,42226,6,0.18181818181818182
ангела,13,141231,422264,1,0.07692307692307693
ангелами,2,14123143,42226478,0,0.0
ангелов,8,1412341,4222654,1,0.125
ангелом,2,1412344,4222657,1,0.5
ангелу,4,141235,422261,0,0.0
ангелы,6,141237,422264,1,0.16666666666666666
ангины,2,141347,422824,0,0.0
англ,14,1413,4226,0,0.0
англией,3,1413323,4226821,3,1.0
англии,23,141333,422688,18,0.782608695652174
английская,3,1413335318,4226817147,1,0.3333333333333333
английски,13,141333533,422681718,0,0.0
английские,4,1413335332,4226817182,1,0.25
английский,27,1413335333,4226817181,1,0.037037037037037035
английским,6,1413335334,4226817187,0,0.0
английскими,2,14133353343,42268171878,0,0.0
английских,12,1413335336,4226817183,0,0.0
английского,23,14133353414,42268171525,2,0.08695652173913043
английское,2,1413335342,4226817152,0,0.0
английской,9,1413335343,4226817151,0,0.0
английском,11,1413335344,4226817157,1,0.09090909090909091
английскому,4,14133353445,42268171571,0,0.0
английскую,4,1413335358,4226817118,0,0.0
англичан,2,14133614,42268742,0,0.0
англичанами,3,14133614143,42268742478,0,0.0
англичане,3,141336142,422687422,0,0.0
англичанин,47,1413361434,4226874282,1,0.02127659574468085
англичанина,17,14133614341,42268742824,0,0.0
англичанином,6,141336143444,422687428257,0,0.0
англичанину,8,14133614345,42268742821,0,0.0
англию,6,141338,422688,5,0.8333333333333334
англия,2,141338,422687,1,0.5
англо,13,14134,42265,0,0.0
англосаксов,2,14134513541,42265741754,0,0.0
англоязычной,2,141348276443,422657347251,0,0.0
англоязычных,2,141348276476,422657347243,0,0.0
андерсон,16,14225544,42625752,11,0.6875
андерсона,4,142255441,426257524,2,0.5
андерсону,2,142255445,426257521,0,0.0
анджелеса,3,142223251,426626274,0,0.0
андийское,2,142335342,426817152,1,0.5
андре,4,14252,42652,3,0.75
андрее,29,142522,426522,21,0.7241379310344828
андреев,8,1425221,4265224,4,0.5
андреева,3,14252211,42652244,2,0.6666666666666666
андреевич,13,142522136,426522487,9,0.6923076923076923
андреевича,5,1425221361,4265224874,3,0.6
андреевичу,6,1425221365,4265224871,5,0.8333333333333334
андрееву,2,14252215,42652241,2,1.0
андреем,37,1425224,4265227,23,0.6216216216216216
андреич,73,1425236,4265287,53,0.726027397260274
андреича,13,14252361,42652874,9,0.6923076923076923
андреичем,4,142523624,426528727,4,1.0
андреичу,4,14252365,42652871,3,0.75
андрей,844,142523,426521,611,0.7239336492890995
андрею,107,142528,426528,83,0.7757009345794392
андрея,286,142528,426527,212,0.7412587412587412
андрий,12,142533,426581,0,0.0
андроид,2,1425432,4265586,0,0.0
андроида,3,14254321,42655864,0,0.0
андроидов,3,142543241,426558654,0,0.0
андроиды,2,14254327,42655864,0,0.0
андромеда,4,142544221,426557264,1,0.25
андромеду,2,142544225,426557261,2,1.0
андромеды,70,142544227,426557264,70,1.0
андрюша,17,1425871,4265834,7,0.4117647058823529
андрюши,2,1425873,4265838,2,1.0
андрюшу,3,1425875,4265831,3,1.0
андрющенко,3,1425872434,4265832215,2,0.6666666666666666
ане,5,142,422,4,0.8
анекдот,15,1423245,4221658,1,0.06666666666666667
анекдота,3,14232451,42216584,0,0.0
анекдотами,2,1423245143,4221658478,0,0.0
анекдоте,2,14232452,42216582,0,0.0
анекдотов,3,142324541,422165854,0,0.0
анекдоты,9,14232457,42216584,0,0.0
анет,4,1425,4228,4,1.0
анизотропна,2,14324554441,42835855524,0,0.0
анилокс,2,1433435,4286517,0,0.0
анилоксового,2,143343541414,428651754525,0,0.0
анилоксовый,2,14334354173,42865175441,0,0.0
анисимово,5,143534414,428787545,5,1.0
аниска,2,143531,428714,0,0.0
анисье,3,143582,428782,2,0.6666666666666666
анисьи,6,143583,428788,5,0.8333333333333334
анисьюшка,2,143588731,428788314,2,1.0
анисья,11,143588,428787,5,0.45454545454545453
анитра,5,143551,428854,3,0.6
анитру,2,143555,428851,2,1.0
аничков,3,1436341,4287154,0,0.0
анкету,2,143255,421281,0,0.0
анна,247,1441,4224,128,0.5182186234817814
анне,17,1442,4222,12,0.7058823529411765
аннет,3,14425,42228,3,1.0
анни,5,1443,4228,4,0.8
аннигиляция,2,14431338638,42282867187,0,0.0
анной,14,14443,42251,10,0.7142857142857143
аннотации,11,144451633,422584188,0,0.0
аннотация,3,144451638,422584187,0,0.0
анною,5,14448,42258,2,0.4
анну,20,1445,4221,11,0.55
аннулирует,3,1445335525,4221685128,0,0.0
анны,74,1447,4224,50,0.6756756756756757
аномалии,3,14441333,42574688,0,0.0
аномалий,2,14441333,42574681,0,0.0
аномальное,2,1444138442,4257468252,0,0.0
анонимное,3,144434442,425287252,0,0.0
анонимным,2,144434474,425287247,0,0.0
аношко,2,144734,425315,2,1.0
анс,2,145,427,0,0.0
ансамбль,4,14514138,42747868,0,0.0
антагонизма,2,14511443241,42842528374,0,0.0
антарктиды,2,1451535327,4284518864,2,1.0
антенн,3,145244,428222,0,0.0
антенна,3,1452441,4282224,0,0.0
антенну,2,1452445,4282221,0,0.0
антенны,7,1452447,4282224,0,0.0
анти,14,1453,4288,0,0.0
антибиотиков,3,145313453341,428888588154,0,0.0
антивещества,3,145312725511,428842327844,0,0.0
антивещество,3,145312725514,428842327845,0,0.0
антигравитации,3,14531511351633,42882544884188,0,0.0
антиквар,3,14533115,42881445,0,0.0
антиквара,4,145331151,428814454,0,0.0
антикварной,2,14533115443,42881445251,0,0.0
антикварных,2,14533115476,42881445243,0,0.0
антикоммунистическая,2,14533444543553625318,42881577128788727147,1,0.5
антикризисные,3,1453353235472,4288158387242,1,0.3333333333333333
антимир,4,1453435,4288785,0,0.0
антимире,2,14534352,42887852,0,0.0
антин,5,14534,42882,0,0.0
антипатии,3,145341533,428854888,0,0.0
антипатичен,3,14534153624,42885488722,0,0.0
антипатия,2,145341538,428854887,0,0.0
антипатиях,2,1453415386,4288548873,0,0.0
антисоветской,2,1453541255343,4288754287151,0,0.0
антитайны,3,145351347,428884124,0,0.0
антитеррористическую,2,14535255453553625358,42888255558788727118,0,0.0
антитяготения,4,1453581452438,4288872582287,0,0.0
антиутопии,9,1453554433,4288185588,0,0.0
антиутопий,4,1453554433,4288185581,0,0.0
антиутопический,2,145355443625333,428818558727181,0,0.0
антиутопического,2,1453554436253414,4288185587271525,0,0.0
антиутопию,2,1453554438,4288185588,0,0.0
антиутопия,2,1453554438,4288185587,0,0.0
антифашистская,2,14536173555318,42884438787147,0,0.0
антифашистских,2,14536173555336,42884438787183,0,0.0
антихрист,3,145365355,428835878,1,0.3333333333333333
антихриста,2,1453653551,4288358784,1,0.5
античными,2,145364743,428872478,0,0.0
античных,3,14536476,42887243,0,0.0
антиядер,2,14538225,42887625,0,0.0
антологии,8,145434133,428565288,0,0.0
антологиста,2,14543413551,42856528784,0,0.0
антологию,7,145434138,428565288,0,0.0
антология,10,145434138,428565287,2,0.2
антон,21,14544,42852,16,0.7619047619047619
антона,12,145441,428524,12,1.0
антонин,10,1454434,4285282,4,0.4
антонину,2,14544345,42852821,1,0.5
антонов,4,1454441,4285254,2,0.5
антонова,4,14544411,42852544,2,0.5
антоновны,4,145444147,428525424,2,0.5
антоновым,2,145444174,428525447,2,1.0
антракт,4,1455135,4285418,0,0.0
антраша,3,1455171,4285434,0,0.0
антропного,10,1455444414,4285552525,0,0.0
антропном,4,145544444,428555257,0,0.0
антропному,2,1455444445,4285552571,0,0.0
антропный,22,145544473,428555241,3,0.13636363636363635
антропогенного,3,14554441244414,42855552222525,0,0.0
антропогенной,3,1455444124443,4285555222251,0,0.0
антропогенные,4,1455444124472,4285555222242,0,0.0
антропогенный,2,1455444124473,4285555222241,0,0.0
антропогенным,3,1455444124474,4285555222247,0,0.0
антрополог,2,1455444341,4285555652,1,0.5
антропологической,2,14554443413625343,42855556528727151,0,0.0
антропоморфизируют,2,145544444563235585,428555575548385188,0,0.0
антропоморфизм,8,14554444456324,42855557554837,2,0.25
антропоморфизма,4,145544444563241,428555575548374,0,0.0
антропоцентризм,3,145544462455324,428555512285837,0,0.0
антураж,2,1455512,4281546,0,0.0
анучин,2,145634,421782,0,0.0
анферовы,3,14625417,42425544,2,0.6666666666666666
аншеф,5,14726,42324,0,0.0
аншефа,2,147261,423244,0,0.0
аны,2,147,424,0,0.0
анька,2,14831,42814,2,1.0
аню,4,148,428,4,1.0
аня,25,148,427,25,1.0
ап,3,14,45,0,0.0
апатичный,2,141536473,454887241,0,0.0
апатию,3,141538,454888,0,0.0
апатия,5,141538,454887,0,0.0
апгрейдить,2,1415232358,4525216888,0,0.0
апельсиновой,3,142385344143,452687825451,0,0.0
аплодисментами,5,14342354245143,45656877228478,0,0.0
апокалипсиса,3,144313345351,455146857874,2,0.6666666666666666
апокалипсисе,5,144313345352,455146857872,2,0.4
апокрифы,4,14435367,45515844,0,0.0
аполлодор,2,144334245,455665655,2,1.0
аполлон,2,1443344,4556652,0,0.0
апосля,2,144538,455767,0,0.0
апостолов,4,144554341,455785654,1,0.25
апотеоза,2,14452421,45582534,0,0.0
апофеоз,2,1446242,4554253,0,0.0
аппарат,38,1441515,4554548,0,0.0
аппарата,24,14415151,45545484,0,0.0
аппаратах,3,144151516,455454843,0,0.0
аппарате,4,14415152,45545482,0,0.0
аппаратик,2,144151533,455454881,0,0.0
аппаратного,4,14415154414,45545482525,0,0.0
аппаратное,2,1441515442,4554548252,0,0.0
аппаратной,3,1441515443,4554548251,0,0.0
аппаратов,11,144151541,455454854,0,0.0
аппаратом,5,144151544,455454857,0,0.0
аппаратуру,2,1441515555,4554548151,0,0.0
аппаратуры,4,1441515557,4554548154,0,0.0
аппараты,9,14415157,45545484,0,0.0
аппендицит,2,1442423635,4552268188,0,0.0
аппетит,3,1442535,4552888,0,0.0
аппетита,2,14425351,45528884,0,0.0
аппетитно,5,144253544,455288825,0,0.0
аппетитный,4,1442535473,4552888241,0,0.0
аппетитом,3,144253544,455288857,0,0.0
апраксин,2,14513534,45541782,1,0.5
апраксина,6,145135341,455417824,3,0.5
апреле,18,145232,455262,0,0.0
апрель,3,145238,455268,0,0.0
апрельском,3,1452385344,4552687157,0,0.0
апреля,52,145238,455267,0,0.0
априори,2,1453453,4558558,0,0.0
априорная,3,145345418,455855247,0,0.0
априорной,5,145345443,455855251,0,0.0
априорную,2,145345458,455855218,0,0.0
апробацию,3,145411638,455584188,0,0.0
апробированные,3,14541354114472,45558855442242,0,0.0
апрофондировать,2,145464423541158,455545268554488,0,0.0
аптекарь,2,14523158,45821458,1,0.5
аптеке,2,145232,458212,0,0.0
аптеку,4,145235,458211,0,0.0
апшеронского,3,147254453414,453255271525,3,1.0
апшеронцев,3,1472544621,4532552124,0,0.0
апыхтин,4,1476534,4543882,4,1.0
апыхтина,2,14765341,45438824,2,1.0
араб,22,1511,4548,1,0.045454545454545456
араба,4,15111,45484,1,0.25
арабск,4,151153,454871,0,0.0
арабская,2,15115318,45487147,2,1.0
арабски,2,1511533,4548718,0,0.0
арабскими,2,151153343,454871878,0,0.0
арабского,8,151153414,454871525,1,0.125
арабской,2,15115343,45487151,0,0.0
арабском,2,15115344,45487157,0,0.0
арабы,4,15117,45484,0,0.0
араго,3,15114,45425,3,1.0
аракчеев,33,15136221,45417224,19,0.5757575757575758
аракчеева,10,151362211,454172244,8,0.8
аракчееве,2,151362212,454172242,2,1.0
аракчееву,9,151362215,454172241,8,0.8888888888888888
аракчеевым,3,1513622174,4541722447,3,1.0
арамиса,4,1514351,4547874,0,0.0
арап,2,1514,4545,1,0.5
арапа,2,15141,45454,0,0.0
арапник,3,1514433,4545281,0,0.0
арапником,6,151443344,454528157,0,0.0
арата,4,15151,45484,3,0.75
арату,2,15155,45481,2,1.0
араты,2,15157,45484,2,1.0
арбат,2,15115,45848,0,0.0
арбате,2,151152,458482,2,1.0
арбатскую,2,151155358,458487118,1,0.5
арбату,3,151155,458481,2,0.6666666666666666
арбе,2,1512,4582,0,0.0
арбуз,2,15152,45813,0,0.0
арбуза,2,151521,458134,0,0.0
арбузы,2,151527,458134,0,0.0
арбы,2,1517,4584,0,0.0
аргонавтах,2,1514411516,4525244843,0,0.0
аргонавтов,3,1514411541,4525244854,0,0.0
аргонавты,5,151441157,452524484,4,0.8
аргосе,2,151452,452572,2,1.0
аргумент,12,15154245,45217228,0,0.0
аргумента,3,151542451,452172284,0,0.0
аргументам,2,1515424514,4521722847,0,0.0
аргументами,4,15154245143,45217228478,0,0.0
