Word,Frequency,Abc Hash,Qwerty Hash,As name
luthlia,52,4773431,6225634,50,0.9615384615384616
luthlian,12,47734315,62256348,12,1.0
luuuuuurves,2,47777776726,62222222814,0,0.0
luv,2,477,628,0,0.0
luxembourg,3,4782515763,6271883225,3,1.0
luxuriant,8,478763157,627223482,0,0.0
luxuriating,3,47876317353,62722342385,0,0.0
luxuries,8,47876326,62722314,0,0.0
luxurious,31,478763576,627223324,0,0.0
luxuriously,6,47876357648,62722332462,0,0.0
luxury,43,478768,627222,0,0.0
luyst,2,47867,62242,2,1.0
ly,8,48,62,0,0.0
lycra,4,48161,62724,3,0.75
lydia,4,48231,62434,3,0.75
lyin,16,4835,6238,0,0.0
lying,771,48353,62385,2,0.0025940337224383916
lyly,2,4848,6262,2,1.0
lyme,2,4852,6281,2,1.0
lynch,22,48513,62875,16,0.7272727272727273
lynn,2,4855,6288,2,1.0
lynx,2,4858,6287,0,0.0
lyon,2,4855,6238,2,1.0
lyons,26,48556,62384,18,0.6923076923076923
lyrical,2,4863114,6223746,0,0.0
lyrics,6,486316,622374,0,0.0
lyrine,29,486352,622381,0,0.0
lysander,16,48615226,62448412,14,0.875
lyshriol,26,48636354,62452336,26,1.0
lysol,2,48654,62436,2,1.0
m,13625,5,8,0,0.0
ma,389,51,84,132,0.3393316195372751
maberley,13,51126428,84812612,4,0.3076923076923077
mac,23,511,847,19,0.8260869565217391
macabre,13,5111162,8474821,0,0.0
macadamia,3,511121531,847444834,0,0.0
macaroni,9,51116553,84742383,3,0.3333333333333333
macbeth,3,5111273,8478125,1,0.3333333333333333
macboon,5,5111555,8478338,0,0.0
macboons,6,51115556,84783384,0,0.0
macc,77,5111,8477,75,0.974025974025974
maccabe,2,5111112,8477481,0,0.0
maccabees,4,511111226,847748114,4,1.0
macdonald,5,511255142,847438464,3,0.6
macdougal,2,511257314,847432546,0,0.0
macdowell,6,511258244,847431166,0,0.0
macgregor,2,511362356,847521532,0,0.0
machiavelli,2,51133172443,84753481663,2,1.0
machiavellian,2,5113317244315,8475348166348,2,1.0
machinations,4,511335173556,847538423384,0,0.0
machine,255,5113352,8475381,2,0.00784313725490196
machinery,39,511335268,847538122,0,0.0
machines,47,51133526,84753814,0,0.0
macho,5,51135,84753,0,0.0
macholate,13,511354172,847536421,12,0.9230769230769231
macintosh,2,511357563,847382345,2,1.0
mackenzie,3,511425832,847618731,3,1.0
mackinnon,3,511435555,847638838,0,0.0
mackintosh,4,5114357563,8476382345,0,0.0
mackleton,5,511442755,847661238,5,1.0
macmillan,52,511534415,847836648,50,0.9615384615384616
macnair,31,5115136,8478432,25,0.8064516129032258
macphail,2,51163134,84735436,1,0.5
macpherson,3,5116326655,8473512438,0,0.0
macrae,77,511612,847241,54,0.7012987012987013
macy,8,5118,8472,7,0.875
mad,919,512,844,166,0.18063112078346028
madam,580,51215,84448,382,0.6586206896551724
madame,646,512152,844481,453,0.7012383900928792
madcap,2,512116,844743,0,0.0
maddened,7,51222522,84441814,0,0.0
maddening,21,512225353,844418385,0,0.0
maddeningly,20,51222535348,84441838562,0,0.0
madder,7,512226,844412,0,0.0
maddest,2,5122267,8444142,0,0.0
made,6069,5122,8441,7,0.0011534025374855825
madeit,2,512237,844132,0,0.0
madeleines,2,5122423526,8441613814,0,0.0
mademoiselle,3,512255362442,844183341661,1,0.3333333333333333
madge,4,51232,84451,2,0.5
madhero,6,5123265,8445123,6,1.0
madhouse,5,51235762,84453241,0,0.0
madison,3,5123655,8443438,3,1.0
madly,85,51248,84462,0,0.0
madman,37,512515,844848,1,0.02702702702702703
madmen,7,512525,844818,0,0.0
madness,85,5125266,8448144,0,0.0
madonna,30,5125551,8443884,26,0.8666666666666667
madre,3,51262,84421,2,0.6666666666666666
madwoman,15,51285515,84413848,0,0.0
maelstrom,6,512467655,841642238,1,0.16666666666666666
mafalda,18,5121421,8454644,13,0.7222222222222222
mafia,4,51231,84534,4,1.0
mag,4,513,845,2,0.5
magazine,98,51318352,84547381,20,0.20408163265306123
magazines,30,513183526,845473814,2,0.06666666666666667
magazinethe,2,51318352732,84547381251,0,0.0
mage,52,5132,8451,0,0.0
magenta,19,5132571,8451824,0,0.0
magery,10,513268,845122,0,0.0
mages,14,51326,84514,0,0.0
maggie,7,513332,845531,7,1.0
maggiore,2,51333562,84553321,2,1.0
maggot,6,513357,845532,0,0.0
maggots,11,5133576,8455324,2,0.18181818181818182
maggoty,2,5133578,8455322,0,0.0
magic,1258,51331,84537,497,0.39507154213036566
magical,635,5133114,8453746,256,0.4031496062992126
magicaleye,2,5133114282,8453746121,0,0.0
magically,45,513311448,845374662,0,0.0
magicdo,2,5133125,8453743,2,1.0
magician,20,51331315,84537348,0,0.0
magicians,3,513313156,845373484,0,0.0
magicked,11,51331422,84537614,0,0.0
magicking,3,513314353,845376385,0,0.0
magics,6,513316,845374,0,0.0
magisterially,3,5133672631448,8453421234662,0,0.0
magistrate,42,5133676172,8453422421,1,0.023809523809523808
magistrates,3,51336761726,84534224214,1,0.3333333333333333
magizoology,5,51338554538,84537336352,5,1.0
magna,4,51351,84584,3,0.75
magnanimous,2,51351535576,84584838324,0,0.0
magnate,3,5135172,8458421,0,0.0
magnates,5,51351726,84584214,0,0.0
magnet,18,513527,845812,0,0.0
magnetic,14,51352731,84581237,0,0.0
magnetically,3,513527311448,845812374662,0,0.0
magnetism,6,513527365,845812348,0,0.0
magnetized,2,5135273822,8458123714,0,0.0
magnets,3,5135276,8458124,0,0.0
magnification,10,5135323117355,8458353742338,0,0.0
magnificent,87,51353231257,84583537182,0,0.0
magnificently,12,5135323125748,8458353718262,0,0.0
magnifico,3,513532315,845835373,0,0.0
magnified,29,513532322,845835314,0,0.0
magnify,3,5135328,8458352,0,0.0
magnifying,17,5135328353,8458352385,0,0.0
magnitude,22,513537722,845832241,0,0.0
magnitudes,2,5135377226,8458322414,0,0.0
magnolia,37,51355431,84583634,30,0.8108108108108109
magnon,2,513555,845838,0,0.0
magnum,3,513575,845828,0,0.0
magorian,35,51356315,84532348,33,0.9428571428571428
magpie,37,513632,845331,29,0.7837837837837838
magritte,4,51363772,84523221,4,1.0
mah,2,513,845,0,0.0
mahata,7,513171,845424,7,1.0
mahi,4,5133,8453,0,0.0
mahogany,34,51353158,84535482,0,0.0
mahutanga,2,513771531,845224854,2,1.0
maid,219,5132,8434,1,0.0045662100456621
maiden,46,513225,843418,5,0.10869565217391304
maidenly,3,51322548,84341862,0,0.0
maidens,9,5132256,8434184,0,0.0
maids,39,51326,84344,0,0.0
maidservant,9,51326267157,84344128482,0,0.0
maidservants,5,513262671576,843441284824,0,0.0
mail,169,5134,8436,10,0.05917159763313609
mailbox,3,5134158,8436837,0,0.0
mailed,7,513422,843614,0,0.0
mailer,2,513426,843612,2,1.0
mailey,162,513428,843612,97,0.5987654320987654
maileys,2,5134286,8436124,2,1.0
mailman,12,5134515,8436848,0,0.0
maim,2,5135,8438,0,0.0
maimed,15,513522,843814,0,0.0
maiming,5,5135353,8438385,0,0.0
main,328,5135,8438,3,0.009146341463414634
mainland,7,51354152,84386484,0,0.0
mainly,141,513548,843862,1,0.0070921985815602835
mainsail,2,51356134,84384436,0,0.0
mainstream,2,5135676215,8438422148,0,0.0
maintain,89,51357135,84382438,0,0.0
maintained,75,5135713522,8438243814,0,0.0
maintaining,44,51357135353,84382438385,0,0.0
maintains,5,513571356,843824384,0,0.0
maintenance,79,51357251512,84382184871,18,0.22784810126582278
maisie,2,513632,843431,2,1.0
maitre,4,513762,843221,0,0.0
majda,55,51421,84644,53,0.9636363636363636
majestic,4,51426731,84614237,1,0.25
majestically,4,514267311448,846142374662,0,0.0
majesty,61,5142678,8461422,57,0.9344262295081968
major,279,51456,84632,61,0.21863799283154123
majorca,4,5145611,8463274,4,1.0
majordomo,21,514562555,846324383,0,0.0
majoris,2,5145636,8463234,2,1.0
majority,35,51456378,84632322,0,0.0
majors,3,514566,846324,2,0.6666666666666666
make,4917,5142,8461,28,0.00569452918446207
makeher,2,5142326,8461512,0,0.0
makeme,2,514252,846181,0,0.0
makeover,2,51425726,84613812,0,0.0
maker,323,51426,84612,12,0.03715170278637771
makers,132,514266,846124,2,0.015151515151515152
makes,690,51426,84614,0,0.0
makeshift,57,514263327,846145352,0,0.0
makethis,2,51427336,84612534,0,0.0
makeup,50,514276,846123,2,0.04
makin,11,51435,84638,0,0.0
making,1636,514353,846385,7,0.004278728606356968
makingmoney,2,51435355528,84638583812,0,0.0
makings,10,5143536,8463854,0,0.0
malachite,3,514113372,846475321,0,0.0
malaclaw,4,51411418,84647641,4,1.0
maladies,18,51412326,84644314,12,0.6666666666666666
malady,4,514128,846442,0,0.0
malaise,2,5141362,8464341,0,0.0
malay,6,51418,84642,6,1.0
malcolm,8,5141545,8467368,6,0.75
male,220,5142,8461,3,0.013636363636363636
malefactor,2,5142211756,8461547232,0,0.0
malefactors,2,51422117566,84615472324,0,0.0
males,21,51426,84614,0,0.0
malevolent,22,5142754257,8461836182,0,0.0
malevolently,17,514275425748,846183618262,0,0.0
malfay,6,514218,846542,4,0.6666666666666666
malfi,3,51423,84653,3,1.0
malfoy,2016,514258,846532,1660,0.8234126984126984
malfoys,41,5142586,8465324,39,0.9512195121951219
malfunction,17,51427517355,84652872338,0,0.0
malfunctioned,2,5142751735522,8465287233814,0,0.0
malfunctioning,9,51427517355353,84652872338385,0,0.0
malibu,2,514317,846382,2,1.0
malice,778,514312,846371,1,0.0012853470437017994
malices,103,5143126,8463714,0,0.0
malicious,41,514313576,846373324,0,0.0
maliciously,19,51431357648,84637332462,0,0.0
malign,4,514335,846358,0,0.0
malignancy,3,5143351518,8463584872,0,0.0
malignant,19,514335157,846358482,0,0.0
malignantly,5,51433515748,84635848262,0,0.0
malingering,4,51435326353,84638512385,0,0.0
malkin,46,514435,846638,46,1.0
mall,30,5144,8466,16,0.5333333333333333
mallet,10,514427,846612,0,0.0
mallora,5,5144561,8466324,5,1.0
mallowsweet,4,51445868227,84663141112,0,0.0
malloy,14,514458,846632,12,0.8571428571428571
mallway,5,5144818,8466142,0,0.0
malmaison,7,514513655,846843438,6,0.8571428571428571
malone,300,514552,846381,220,0.7333333333333333
malplaquet,4,5146416727,8463641212,4,1.0
malpractice,2,51466117312,84632472371,0,0.0
malt,6,5147,8462,1,0.16666666666666666
maltreated,2,5147621722,8462214214,0,0.0
mam,3,515,848,1,0.3333333333333333
mama,339,5151,8484,171,0.504424778761062
mammal,5,515514,848846,0,0.0
mammals,8,5155146,8488464,0,0.0
mammoth,4,5155573,8488325,0,0.0
man,7525,515,848,118,0.015681063122923587
manacle,5,5151142,8484761,0,0.0
manacled,3,51511422,84847614,0,0.0
manacles,5,51511426,84847614,0,0.0
manage,193,515132,848451,0,0.0
manageable,3,5151321142,8484514861,0,0.0
managed,892,5151322,8484514,0,0.0
management,53,5151325257,8484518182,15,0.2830188679245283
manager,88,5151326,8484512,3,0.03409090909090909
manageress,2,5151326266,8484512144,0,0.0
manages,6,5151326,8484514,0,0.0
managing,62,51513353,84845385,0,0.0
manchester,2,5151326726,8487514212,2,1.0
mandarin,3,51521635,84844238,2,0.6666666666666666
mandate,8,5152172,8484421,0,0.0
mandatory,9,515217568,848442322,0,0.0
mandela,4,5152241,8484164,4,1.0
mandibles,4,515231426,848438614,0,0.0
mandolins,2,515254356,848436384,0,0.0
mandrake,12,51526142,84842461,10,0.8333333333333334
mandrakes,13,515261426,848424614,12,0.9230769230769231
mandy,5,51528,84842,5,1.0
mane,80,5152,8481,6,0.075
manes,5,51526,84814,0,0.0
maneuver,26,51527726,84812812,0,0.0
maneuverable,4,515277261142,848128124861,0,0.0
maneuvered,36,5152772622,8481281214,0,0.0
maneuvering,24,51527726353,84812812385,0,0.0
maneuvers,15,515277266,848128124,0,0.0
manfully,5,51527448,84852662,0,0.0
manger,6,515326,848512,0,0.0
mangione,6,51533552,84853381,6,1.0
mangled,27,5153422,8485614,0,0.0
mangles,3,5153426,8485614,3,1.0
mango,2,51535,84853,1,0.5
mangy,6,51538,84852,0,0.0
manhandle,5,515315242,848548461,0,0.0
manhandled,7,5153152422,8485484614,0,0.0
manhandling,3,51531524353,84854846385,0,0.0
manhattan,10,515317715,848542248,8,0.8
manhood,10,5153552,8485334,0,0.0
manhunt,6,5153757,8485282,0,0.0
mania,17,51531,84834,0,0.0
maniac,43,515311,848347,1,0.023255813953488372
maniacal,9,51531114,84834746,0,0.0
maniacally,2,5153111448,8483474662,0,0.0
maniacs,9,5153116,8483474,1,0.1111111111111111
manic,26,51531,84837,1,0.038461538461538464
manicured,10,515317622,848372214,0,0.0
manifest,24,51532267,84835142,0,0.0
manifestation,7,5153226717355,8483514242338,0,0.0
manifestations,9,51532267173556,84835142423384,0,0.0
manifested,6,5153226722,8483514214,0,0.0
manifesto,4,515322675,848351423,1,0.25
manifests,2,515322676,848351424,0,0.0
manifold,10,51532542,84835364,0,0.0
manipulate,13,5153674172,8483326421,0,0.0
manipulated,9,51536741722,84833264214,0,0.0
manipulating,3,515367417353,848332642385,0,0.0
manipulation,11,515367417355,848332642338,0,0.0
manipulative,4,515367417372,848332642381,0,0.0
manipulators,2,515367417566,848332642324,0,0.0
mankind,18,5154352,8486384,0,0.0
manlike,3,5154342,8486361,0,0.0
manliness,3,515435266,848638144,0,0.0
manly,14,51548,84862,1,0.07142857142857142
manned,27,515522,848814,0,0.0
mannequin,7,515526735,848811238,0,0.0
mannequins,2,5155267356,8488112384,1,0.5
manner,262,515526,848812,0,0.0
mannered,7,51552622,84881214,0,0.0
mannerism,2,515526365,848812348,0,0.0
mannerisms,5,5155263656,8488123484,0,0.0
manners,66,5155266,8488124,1,0.015151515151515152
mannikin,6,51553435,84883638,0,0.0
manning,16,5155353,8488385,0,0.0
mannish,5,5155363,8488345,0,0.0
manny,26,51558,84882,20,0.7692307692307693
manoeuvre,2,515527762,848312821,0,0.0
manoeuvred,2,5155277622,8483128214,0,0.0
manoeuvres,2,5155277626,8483128214,0,0.0
manor,51,51556,84832,20,0.39215686274509803
manors,2,515566,848324,0,0.0
manpower,3,51565826,84833112,0,0.0
manricore,3,515631562,848237321,0,0.0
manservant,17,5156267157,8484128482,1,0.058823529411764705
mansion,26,5156355,8484338,0,0.0
mansions,4,51563556,84843384,3,0.75
manslaughter,8,515641733726,848464255212,0,0.0
mantel,7,515724,848216,0,0.0
mantelpiece,69,51572463212,84821633171,0,0.0
mantelpieces,2,515724632126,848216331714,0,0.0
manticore,3,515731562,848237321,0,0.0
manticores,2,5157315626,8482373214,1,0.5
mantle,14,515742,848261,0,0.0
mantra,9,515761,848224,0,0.0
manual,40,515714,848246,0,0.0
manually,7,51571448,84824662,0,0.0
manuals,9,5157146,8482464,0,0.0
manufactory,2,51572117568,84825472322,0,0.0
manufacture,15,51572117762,84825472221,0,0.0
manufactured,22,515721177622,848254722214,0,0.0
manufacturer,7,515721177626,848254722212,0,0.0
manufacturers,5,5157211776266,8482547222124,0,0.0
manufactures,3,515721177626,848254722214,0,0.0
manufacturing,12,5157211776353,8482547222385,0,0.0
manure,26,515762,848221,0,0.0
manuscript,72,5157616367,8482472332,0,0.0
manuscripts,6,51576163676,84824723324,0,0.0
manwhom,2,5158355,8481538,0,0.0
many,2245,5158,8482,2,0.0008908685968819599
maori,3,51563,84323,1,0.3333333333333333
map,348,516,843,71,0.20402298850574713
mape,27,5162,8431,23,0.8518518518518519
maple,51,51642,84361,0,0.0
maples,2,516426,843614,0,0.0
mapleton,26,51642755,84361238,26,1.0
maplewood,6,516428552,843611334,0,0.0
mapped,16,516622,843314,0,0.0
mapping,3,5166353,8433385,0,0.0
maps,52,5166,8434,0,0.0
mar,10,516,842,2,0.2
mara,9,5161,8424,7,0.7777777777777778
maradi,22,516123,842443,22,1.0
marathon,3,51617355,84242538,0,0.0
marauder,63,51617226,84242412,59,0.9365079365079365
marauders,3,516172266,842424124,2,0.6666666666666666
marauding,6,516172353,842424385,0,0.0
marbank,4,5161154,8428486,4,1.0
marble,239,516142,842861,1,0.0041841004184100415
marbled,3,5161422,8428614,0,0.0
marbles,12,5161426,8428614,0,0.0
marc,2,5161,8427,1,0.5
marceau,2,5161217,8427142,2,1.0
marcel,105,516124,842716,90,0.8571428571428571
march,163,51613,84275,39,0.2392638036809816
marchbanks,38,5161311546,8427584864,38,1.0
marched,237,5161322,8427514,0,0.0
marchers,3,51613266,84275124,0,0.0
marches,6,5161326,8427514,0,0.0
marchess,43,51613266,84275144,5,0.11627906976744186
marchez,3,5161328,8427517,0,0.0
marching,70,51613353,84275385,0,0.0
marchons,2,51613556,84275384,2,1.0
marco,17,51615,84273,17,1.0
marcus,20,516176,842724,17,0.85
mardi,2,51623,84243,2,1.0
mare,114,5162,8421,10,0.08771929824561403
maree,10,51622,84211,8,0.8
marengo,3,5162535,8421853,3,1.0
mares,7,51626,84214,0,0.0
margarita,5,516316371,842542324,1,0.2
margaritas,9,5163163716,8425423244,0,0.0
margate,3,5163172,8425421,3,1.0
marge,85,51632,84251,76,0.8941176470588236
margery,7,5163268,8425122,7,1.0
margin,54,516335,842538,0,0.0
marginal,7,51633514,84253846,0,0.0
marginally,14,5163351448,8425384662,1,0.07142857142857142
margins,27,5163356,8425384,0,0.0
margo,292,51635,84253,219,0.75
marguerite,14,5163726372,8425212321,13,0.9285714285714286
mari,448,5163,8423,288,0.6428571428571429
maria,5,51631,84234,4,0.8
marian,95,516315,842348,55,0.5789473684210527
maribelle,2,516312442,842381661,2,1.0
marie,32,51632,84231,16,0.5
marietta,78,51632771,84231224,70,0.8974358974358975
marigrad,3,51633612,84235244,3,1.0
marijuana,5,516347151,842362484,0,0.0
marilac,23,5163411,8423647,21,0.9130434782608695
marilacan,17,516341115,842364748,17,1.0
marilacans,20,5163411156,8423647484,20,1.0
marilyn,5,5163485,8423628,5,1.0
marinara,5,51635161,84238424,0,0.0
marine,8,516352,842381,2,0.25
mariners,2,51635266,84238124,0,0.0
marines,6,5163526,8423814,1,0.16666666666666666
mario,8,51635,84233,8,1.0
marionette,3,5163552772,8423381221,0,0.0
mariov,3,516357,842338,3,1.0
marital,13,5163714,8423246,0,0.0
marjorie,5,51645632,84263231,5,1.0
mark,2567,5164,8426,1715,0.6680950525905727
marked,267,516422,842614,0,0.0
markedenquiries,2,516422256736326,842614181232314,0,0.0
markedly,3,51642248,84261462,0,0.0
markedpersonal,2,51642262665514,84261431243846,0,0.0
marker,24,516426,842612,2,0.08333333333333333
markers,9,5164266,8426124,1,0.1111111111111111
market,203,516427,842612,38,0.18719211822660098
marketable,2,5164271142,8426124861,0,0.0
marketing,9,516427353,842612385,0,0.0
marketplace,4,51642764112,84261236471,0,0.0
markets,2,5164276,8426124,0,0.0
marking,49,5164353,8426385,0,0.0
markings,36,51643536,84263854,0,0.0
marks,314,51646,84264,8,0.025477707006369428
marksman,4,51646515,84264848,0,0.0
marksmanship,2,516465156336,842648484533,0,0.0
marlene,33,5164252,8426181,30,0.9090909090909091
marlon,2,516455,842638,1,0.5
marm,2,5165,8428,0,0.0
marmaduke,2,516512742,842844261,2,1.0
marmalade,15,516514122,842846441,0,0.0
maroon,48,516555,842338,0,0.0
marooned,2,51655522,84233814,0,0.0
marque,2,516672,842121,0,0.0
marquee,22,5166722,8421211,3,0.13636363636363635
marquetry,7,516672768,842121222,0,0.0
marred,21,516622,842214,0,0.0
marriage,457,51663132,84223451,4,0.0087527352297593
marriages,27,516631326,842234514,0,0.0
married,826,5166322,8422314,4,0.004842615012106538
marries,6,5166326,8422314,0,0.0
marring,2,5166353,8422385,0,0.0
marrow,11,516658,842231,0,0.0
marry,309,51668,84222,0,0.0
marrying,66,51668353,84222385,0,0.0
mars,26,5166,8424,16,0.6153846153846154
marseilles,2,5166234426,8424136614,2,1.0
marsh,28,51663,84245,7,0.25
marsha,9,516631,842454,6,0.6666666666666666
marshal,26,5166314,8424546,7,0.2692307692307692
marshaled,13,516631422,842454614,0,0.0
marshaling,10,5166314353,8424546385,0,0.0
marshall,12,51663144,84245466,4,0.3333333333333333
marshalled,7,5166314422,8424546614,0,0.0
marshalling,10,51663144353,84245466385,0,0.0
marshes,11,5166326,8424514,5,0.45454545454545453
marshland,2,516634152,842456484,0,0.0
marshmallow,8,51663514458,84245846631,2,0.25
marshmallows,4,516635144586,842458466314,0,0.0
marshy,7,516638,842452,0,0.0
marsten,10,5166725,8424218,5,0.5
martha,4,516731,842254,2,0.5
martial,35,5167314,8422346,2,0.05714285714285714
martialed,4,516731422,842234614,0,0.0
martin,178,516735,842238,149,0.8370786516853933
martinet,4,51673527,84223812,0,0.0
martinets,2,516735276,842238124,0,0.0
martini,4,5167353,8422383,0,0.0
martins,4,5167356,8422384,2,0.5
marty,3,51678,84222,3,1.0
martya,180,516781,842224,133,0.7388888888888889
martyr,9,516786,842222,1,0.1111111111111111
martyrdom,6,516786255,842222438,0,0.0
martyrs,6,5167866,8422224,1,0.16666666666666666
marubouzu,9,516715787,842283272,8,0.8888888888888888
marvel,19,516724,842816,0,0.0
marveled,12,51672422,84281614,0,0.0
marveling,5,516724353,842816385,0,0.0
marvelling,3,5167244353,8428166385,0,0.0
marvellous,16,5167244576,8428166324,0,0.0
marvelous,19,516724576,842816324,0,0.0
marvelously,3,51672457648,84281632462,0,0.0
marvels,3,5167246,8428164,0,0.0
marvin,2,516735,842838,2,1.0
marvolo,50,5167545,8428363,32,0.64
mary,353,5168,8422,288,0.8158640226628895
marylebone,2,5168421552,8422618381,2,1.0
marys,2,51686,84224,2,1.0
mascara,8,5161161,8447424,0,0.0
mascot,8,516157,844732,0,0.0
mascots,8,5161576,8447324,2,0.25
masculine,23,516174352,844726381,0,0.0
masculinity,4,51617435378,84472638322,0,0.0
maser,4,51626,84412,0,0.0
maserati,3,51626173,84412423,2,0.6666666666666666
mash,10,5163,8445,0,0.0
masham,4,516315,844548,3,0.75
mashed,23,516322,844514,0,0.0
mashing,4,5163353,8445385,0,0.0
mask,238,5164,8446,0,0.0
masked,50,516422,844614,0,0.0
maskelyne,4,516424852,844616281,3,0.75
masking,14,5164353,8446385,0,0.0
masklike,2,51644342,84466361,0,0.0
masks,49,51646,84464,0,0.0
masochism,2,516513365,844375348,0,0.0
masochistic,3,51651336731,84437534237,0,0.0
masochistically,2,516513367311448,844375342374662,0,0.0
mason,70,51655,84438,29,0.4142857142857143
masonic,3,5165531,8443837,3,1.0
masonry,7,5165568,8443822,1,0.14285714285714285
masons,6,516556,844384,6,1.0
masquerade,5,5166726122,8441212441,0,0.0
masqueraded,3,51667261222,84412124414,0,0.0
masquerading,6,516672612353,844121244385,0,0.0
mass,258,5166,8444,2,0.007751937984496124
massacre,31,51661162,84444721,14,0.45161290322580644
massage,78,5166132,8444451,0,0.0
massaged,17,51661322,84444514,0,0.0
massager,3,51661326,84444512,0,0.0
